account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
16,0,24.62,14.02,10.42,2.21,2,0
119,0,16.8,12.49,8.58,2.7,3,0
124,0,26.83,17.27,7.59,2.7,3,1
122,37,27.71,26.59,9,3.13,1,0
139,0,30.87,28.53,6.74,2.24,4,0
67,0,21.93,15.98,10.58,3.02,2,0
84,0,14.62,22.16,4.44,2.4,1,0
101,17,32.96,16.13,8.83,3.4,0,0
40,0,18.6,20.8,12.46,1.92,0,0
61,0,32.11,13.06,9.6,2.75,2,0
120,0,30.58,14.45,8.58,3.73,1,1
95,0,31.18,23.91,4.73,2.21,1,0
98,0,48.98,11.72,9.29,0,0,0
114,0,28.76,12.74,8.86,1.24,2,0
68,29,33.24,14.59,9.18,3.65,1,1
149,20,44.95,18.67,9.02,3.05,2,0
22,0,35.31,17.9,10.72,2.59,0,0
176,0,28.82,9.6,2.55,2.35,0,0
152,0,24.06,22.36,9.32,0.92,2,0
118,0,26.32,20.74,7.18,3.46,0,0
101,0,22.7,18.67,9.45,3.16,1,0
102,0,46.44,17.94,9.17,3.54,2,1
118,0,38.18,19.2,12.11,3.38,2,0
105,0,46.55,24.62,12.11,1.57,2,1
153,0,27.12,23.42,7.95,2.73,1,1
71,0,17.68,16.75,4.95,3.94,0,0
71,31,19.62,18.48,10.8,3.54,1,0
68,0,37.76,16.95,7.31,2.54,2,0
66,0,19.79,8.13,8.17,2.84,3,0
101,0,37.01,19.69,8.34,0,3,0
116,0,22,13.37,9.7,3.59,0,0
54,33,27.51,23.21,6.93,3.7,0,0
112,29,33.8,20.28,13.03,3.11,1,0
122,45,25.13,12.53,9.16,3.78,1,0
74,0,44.59,16.91,7.47,1.78,3,0
90,0,41.89,13.63,7.69,2.05,1,0
112,0,29.63,11.92,9.69,2.43,4,1
85,0,31.18,14.35,8.99,2.67,4,0
100,0,32.62,17.08,12.24,4.91,1,0
114,0,31.93,13.14,9.63,2.73,2,0
83,0,44.15,12.98,10.11,2.75,0,0
157,0,30.67,16.49,10.23,2.27,0,0
51,0,8.81,19.57,10.24,2.81,2,0
42,0,51.66,19.74,6.62,1.57,1,1
101,36,21.03,14.67,12.62,2.38,1,1
112,0,35.05,13.98,6.31,3.4,3,0
56,0,27.93,19.86,8.43,3.19,2,0
53,0,38.86,11.29,10.22,2.73,9,1
64,22,34.07,11.14,10.38,2.05,1,0
123,0,26.23,15.56,2.43,2.94,0,0
68,30,20.89,19.85,8.98,2.59,2,0
40,0,37.54,22.58,9.58,1.73,0,0
132,0,36.48,21.39,10.84,3.75,0,0
120,0,34.34,15.67,7.92,2,2,1
108,32,35.62,9.32,8.54,2.46,6,1
161,0,50.64,20.24,10.82,2.4,1,1
130,0,36.18,16.13,7.65,2.86,0,1
122,0,24.75,24.2,10.27,3.29,0,0
130,19,25.99,18.12,9.24,2.92,2,0
90,0,21.32,22.87,10.74,2.97,1,0
139,25,23.51,6.85,7.37,2.24,0,0
57,0,32.18,14.87,9.99,3.02,3,0
128,0,33.88,16.56,13.42,3.86,4,0
127,0,42.08,9.22,10.44,2.86,2,0
107,0,50.13,16.39,6.66,3.56,1,1
177,0,29.82,13.2,8.07,3.11,1,0
121,0,30.5,12.16,5.23,3.02,1,0
99,39,21.56,24.96,7.83,2.27,0,0
126,0,40.75,23.94,8.26,3.08,1,1
77,33,24.31,18.04,4.72,4.13,5,1
21,0,15.62,16.86,7.73,3.51,2,0
56,0,35.77,15.01,6.74,4.19,1,0
92,29,34.22,17.31,5.85,1.73,1,1
81,0,24.75,24.47,8.18,2.48,2,0
139,31,34.6,17.03,9.63,3.62,1,1
68,0,39.51,13.03,9.66,2.84,1,0
183,8,14.71,24.24,8.12,2.35,2,0
90,0,18.68,18.77,4.68,2.94,0,0
165,0,26.52,23.47,7.92,2.51,1,0
89,0,55.47,14.03,7.33,2.03,1,1
59,0,33.15,16.87,13.69,4,0,0
16,0,18.7,12.52,8.57,1.73,0,0
114,0,25.01,13.69,12.42,2.43,5,1
113,0,26.52,21.83,7.89,3.21,2,0
120,0,16.69,15.87,6.6,2.51,2,0
115,0,35.8,13.01,11.8,2.97,0,0
37,0,40.78,22.24,9.32,2.4,2,1
100,0,27.18,15.29,6.95,3.13,2,1
132,0,33.63,11.38,7.98,2.94,4,1
38,36,19.62,14.13,8.31,4.1,2,0
1,0,21.05,20.08,3.29,1,0,0
97,15,19.99,16.69,7.08,1.73,1,0
55,28,17.9,16.78,8.44,2.32,2,0
75,0,18.99,20.17,11.41,3.54,1,0
83,0,27.08,17.2,10.31,2.57,2,0
40,0,13.89,17.87,9.54,3.05,6,1
101,21,40.46,17.82,10.49,2.7,2,0
120,40,21.78,21.05,8.99,4.21,0,0
183,31,29.1,16.46,8.84,2.75,1,0
75,0,18.53,22.04,8.19,3.59,4,1
80,0,37.4,17.65,7.58,3.27,2,0
88,0,9.45,20.63,7.93,3.05,0,0
112,23,48.72,26.8,8.73,2.78,1,0
63,0,35.29,19.47,7.32,3.59,1,0
105,31,18.63,21.19,14.45,2.24,4,1
92,0,33.52,20.6,8.64,2.97,2,0
177,0,29.87,14.33,8.95,3.94,1,0
118,0,34.88,15.71,7.92,1.89,0,0
111,13,32.83,9.49,10.23,3.27,1,0
82,34,39.54,13.02,12.9,1.27,3,0
74,0,17.46,12.69,8.46,2.97,0,0
121,31,44.73,23.74,5.72,2.62,5,0
131,0,33.49,17.09,6.8,3.13,1,0
125,0,28.78,13.26,9.49,3.13,2,0
19,0,34.26,10.98,9.93,3.48,1,0
138,0,42.67,7.75,6.4,3.73,3,0
119,0,39.17,19.13,8.93,2.05,3,0
137,0,18.67,19.59,11.51,3.21,1,0
182,0,47.52,17.27,7.84,2.89,2,1
135,0,29.48,18.87,2.89,3.7,1,0
134,38,36.45,17.99,7.43,2.7,1,0
45,0,16.34,20.98,10.34,2.62,1,0
129,0,17.24,21.17,7.09,1.92,1,0
142,0,39.53,15.45,9.14,2.81,4,0
130,45,29.67,18.49,9.91,3.29,1,0
163,23,38.08,19.85,13.23,2.38,1,0
105,0,35.89,15.02,9.97,3.97,4,0
119,0,18.56,13.01,10.8,2.65,2,0
78,0,37.4,15.29,8.47,3.11,0,0
92,0,30.84,13.98,7.69,2.94,2,0
146,11,30.72,14.76,10.42,2.73,2,0
125,32,16.41,12.39,7.85,2.54,1,0
88,0,31.2,14.49,8.72,2.24,3,0
83,38,18.34,11.93,11.41,2.84,0,0
3,0,27.37,20.82,8.14,2.08,1,0
152,41,24.96,24.28,9.61,1.16,1,1
48,0,25.36,13.76,8.91,2.24,3,0
189,0,38.73,14.41,9.05,1.51,3,0
95,23,27.25,17.2,8.6,2,0,0
129,0,23.43,19.19,6.53,2.75,1,1
66,40,24.09,22.81,10.86,2.3,0,0
80,22,33.39,12.78,7.93,2.51,0,0
1,0,29.78,12.89,10.37,1.43,1,0
84,0,24.96,14.59,10.55,2.67,1,0
96,0,29.56,24.43,9.22,2.46,1,0
123,34,51.88,13.3,12.6,3.56,1,0
116,29,27.59,23.74,8.67,3.16,3,1
105,0,25.5,24.97,11.28,2.78,3,0
80,0,33.58,17.59,7.36,3.05,1,0
157,0,40.83,13.01,11.21,2.75,2,0
67,30,31.65,24.37,7.39,3.48,2,0
141,39,19.87,23.5,13.05,3.32,0,0
79,17,40.24,22.4,11.68,3.24,1,0
76,0,29.44,11.15,7.69,1.46,0,0
111,0,25.87,11.66,8.37,2.65,0,0
94,0,30.82,15.5,8.13,1.81,0,0
143,0,28.53,17.94,6.91,2.84,4,1
109,0,29.82,21.31,13.02,2.65,1,0
138,0,14.89,22.69,9.66,2.65,2,0
73,0,34.56,12.06,9.03,2.3,0,0
21,0,15.74,13.76,12.83,3.05,5,1
148,21,44.69,12.71,6.32,2.19,1,0
103,0,27.34,13.24,11.44,2.3,1,0
143,22,24.11,14.22,8.01,2.11,1,0
79,32,8.6,17.12,6.61,1.13,2,0
89,0,22.93,13.26,8.89,2.75,1,0
120,0,42.86,19.22,7,3.73,1,0
121,41,36.64,20.55,6.61,2.59,1,0
101,0,21.22,21.86,8.69,3.62,0,0
115,0,30.38,23.04,11.07,4.43,2,0
168,0,31.14,15.23,13.18,2.67,2,0
90,0,28.48,11.82,6.23,3.51,1,0
70,0,25.01,17,10.57,3.38,3,0
138,0,39.12,18.02,7.87,3.56,1,0
43,0,23.09,13.87,10.34,3.4,0,0
117,20,34.97,11.57,7.17,2.35,2,0
108,0,12.55,12.19,7.66,2.94,2,0
118,0,32.18,19.85,12.19,2.7,2,0
169,0,25.02,13.76,6.39,1.94,3,0
62,42,23.34,15.66,10.41,2.75,0,0
86,0,12.02,17.94,7.86,0,2,0
44,0,34.78,17.44,7.41,2.89,0,0
111,0,20.93,18.18,8.32,3.24,5,1
127,19,22.05,13.67,11.93,3.29,2,0
151,0,33.78,17.81,12.69,3.35,0,0
53,0,24.67,19.86,9.39,2.13,2,0
15,0,22.98,12.96,10.12,2.27,2,0
123,28,21.2,21.28,9.74,2.11,1,0
137,0,36.7,12.36,8.41,3.27,1,0
106,0,20.26,19.41,8.91,2.27,2,0
88,0,24.53,13.29,9.66,2.11,3,0
106,0,39.98,18.75,10.63,3.19,1,0
95,0,29.58,23.89,8.87,2.62,0,0
57,0,19.55,10.4,11.03,1.73,0,1
184,0,25.79,15.17,10.31,3.54,2,0
109,0,26.03,19.9,14.81,2.67,3,0
127,0,37.16,12.74,9.21,2.48,2,0
82,0,45.08,15.19,7.86,2.89,2,0
180,0,24.36,15.34,8.29,2.73,1,0
174,0,32.35,21.48,9.93,1.94,2,0
92,0,31.4,22.27,10.78,3.32,2,1
81,0,19.6,19.1,6.86,4.86,1,0
125,0,19.21,14.38,7.05,2.48,2,1
119,0,50.01,19.76,8.78,2.43,0,1
122,0,36.65,14.26,9.32,1.73,3,0
34,0,21.9,17.74,9.09,3.78,1,0
138,28,35.9,26.56,8.01,2.89,3,1
90,24,12.1,15.44,8.41,3.48,1,0
73,0,16.13,21.52,7.88,3.83,2,0
19,0,44.1,22.92,7.89,2.57,1,1
120,28,36.69,24.24,8.64,1.86,1,0
160,0,16.58,22.79,11.49,3.56,3,0
141,0,24.91,14.44,10.75,2.21,0,0
90,0,26.84,19.89,9.45,3.29,2,0
72,0,23.78,19.01,10.84,3.43,2,0
117,21,26.04,22.38,6.08,3.21,1,0
79,0,17.6,27.14,10.8,2.27,2,0
87,0,31.59,16.35,9,1.78,1,0
102,0,22.02,30.11,6.55,2.94,1,0
49,0,40.22,18.78,6.61,2.4,1,0
67,0,44.27,17.7,9.36,2.7,6,0
107,0,28.44,13.93,8.37,1.81,2,0
190,0,30.97,18.05,10.49,2.51,2,0
118,0,19.21,12.76,9.19,2.92,2,0
120,0,31.57,19.98,11.54,4.56,0,0
94,0,23.15,14.03,6.21,2.59,0,0
115,29,37.84,16.18,9.05,3.11,1,0
61,0,33.54,22.48,9.47,2.43,1,0
143,33,24.04,15.84,9.45,2.08,1,0
110,0,35.36,8.08,8.03,2.16,1,0
104,0,20.15,15.11,11.51,3.27,1,0
16,0,26.04,19.52,6.67,2.89,1,0
183,0,18.41,15.61,7.95,3.65,0,0
147,0,28.66,15.95,9.74,3.89,2,0
58,0,42.02,25.81,4.74,2.51,2,1
102,0,38.11,20.68,6.65,3.24,3,0
123,0,28.37,18.85,10.98,3.46,3,0
64,43,20.13,12.25,7.11,2.3,1,0
103,0,32.45,19.26,10.35,2.11,2,0
152,0,54.03,13,5.55,2.81,1,1
124,0,53.04,15.3,7.59,3.46,1,1
97,0,24.82,17.26,6.83,3.59,1,0
131,0,22.37,15.24,11.3,4.19,1,1
57,33,32.88,19.69,10.18,3,2,0
157,0,31.47,18.11,8.82,2.3,2,0
194,0,32.86,14.37,10.13,3.19,0,0
66,0,24.89,16.7,10.35,2.11,1,0
155,0,12.1,25.87,8.25,2.32,0,0
123,0,20.94,16.15,7.66,3.48,4,1
116,0,34.85,11.98,12.27,2.03,2,0
63,0,21.88,20.47,10.7,3.46,1,0
64,0,36.87,17.94,8.09,3.08,3,0
96,0,25.5,18.57,9.56,2.65,3,0
53,0,27.9,17.51,8.76,3.08,1,0
105,0,36.04,19.26,8.71,2.4,3,0
53,37,28.44,16.55,10.65,3.24,2,0
101,0,26.25,18.46,8.34,3.75,1,0
129,30,30.14,18,10.81,2.51,3,0
122,0,39.3,22.76,10.81,2.38,1,1
163,0,34.49,15.18,9.17,3.46,5,0
93,0,25.43,17.06,8.15,3.86,0,0
115,0,58.7,17.29,9.79,3.19,1,1
25,0,45.03,23.9,7.47,2.27,1,1
73,0,20.74,11.76,10.09,1.57,1,0
120,0,30.12,22.98,10.42,3.78,2,0
196,0,22.63,17.55,9.97,2.78,1,0
97,0,38.27,23.76,10.52,2.38,0,1
148,0,35.43,14.82,13.98,3.02,1,0
85,30,29.43,21.01,7.14,3.11,1,0
86,0,27.61,14.2,5.8,3.08,2,1
78,13,47.8,15.15,10.99,1.73,2,0
106,0,35.41,14.4,4.59,4.29,3,0
147,38,41.38,23.27,12.73,3.81,2,0
145,0,38.11,26.77,8.23,4.35,1,1
91,0,32.18,20.34,4.04,2.67,3,0
81,46,28.61,23.03,10.01,1.81,4,0
116,24,39.59,12.93,15.49,2.89,1,0
69,37,26.35,12.1,6.47,1.59,1,0
135,0,26.25,17.32,7.14,3.19,0,0
73,0,39.9,16.63,11.4,2.27,2,0
48,0,40.8,11.99,5.8,1.92,1,0
125,0,50.73,22.99,4.83,3.29,0,1
100,0,28.22,20.07,6.04,2.94,1,0
165,33,18.97,18.13,12.04,4.32,0,0
64,0,29.67,15.32,8.06,2.89,2,0
116,27,29.84,17.9,13.27,1.86,1,0
147,35,26.78,16.12,10.22,3,3,1
115,0,35.05,14.99,13.37,2.97,1,0
84,35,35.28,17.09,7.4,2.03,4,0
86,16,24.62,17.53,11.49,3.13,4,0
134,0,44,11.01,8.71,2.94,2,0
105,0,38.57,15.49,9.18,3.13,0,1
88,0,25.99,14.55,11.57,3.24,2,0
90,27,26.64,20.1,5.54,3.4,2,0
86,0,25.64,25.15,11.12,3.38,1,0
37,0,37.57,17.38,5.31,1.84,4,0
141,32,54.81,24.07,9.43,1.81,1,1
148,0,26.11,22.28,10.15,2.65,2,0
163,22,36.57,11.81,6.58,3.35,2,0
89,35,29.65,16.72,5.73,3.19,1,0
63,0,30.69,19.55,10.46,2.86,0,0
102,0,20.93,15.47,11.01,3.4,2,0
76,0,28.17,21.88,7.69,2.7,1,0
104,0,34.03,10.09,10.65,1.62,2,0
109,0,26.32,24.45,9.38,1.59,3,0
105,0,21.32,22.23,10.87,3.08,2,0
63,33,31.31,26.57,11.88,3.29,1,0
105,24,46.7,16.45,13.48,2.92,3,0
68,39,24.14,20.54,13.59,3.05,1,0
63,21,25.76,12.56,9.47,2.7,1,0
74,0,21.22,11.31,7.21,2.86,3,0
76,0,30.46,18.95,8.47,3.35,0,0
91,0,41.89,15.47,7.09,3.27,2,1
101,0,39.56,15.84,6.9,3.11,5,0
116,0,48.96,21.74,10.5,3.62,0,1
131,23,29.04,20.12,13.25,3.43,1,0
84,0,36.74,16.79,9.8,2.65,1,0
104,0,23.58,18.31,7.39,1.32,2,0
108,0,35.82,20.29,11.41,2.48,3,0
111,0,30.91,13.44,11.98,2.62,0,0
155,30,10.47,21.68,10.17,3.35,1,0
66,0,35.31,16.72,11.78,1.84,1,0
64,0,37.26,14.2,7.26,2.7,1,0
69,0,38.59,21.99,7.64,2.4,2,0
116,0,41.8,20.41,7.14,2.4,3,0
101,0,43.74,15.71,4.9,3.65,0,0
15,0,20.59,18.36,10.58,4.35,2,0
88,0,51.26,21.9,5.98,3.62,4,1
197,0,39.76,18.61,8.23,2.57,0,0
50,0,16.93,26.24,7.25,3.7,2,1
172,0,28.87,15.56,17.77,3.43,2,0
188,26,33.8,14.16,8.93,3.89,1,1
85,0,19.75,19.52,9.19,2.73,3,0
103,0,43.5,11.98,13.9,3.27,1,1
136,27,31.91,18.79,6.56,2.7,3,0
155,21,33.3,18.18,3.97,2.32,0,0
145,0,22,15.76,9.21,0.3,2,0
116,12,37.57,12.84,8.06,2.43,2,0
152,0,23.89,15.88,10.22,2.57,2,0
65,0,47.24,13.24,11.56,2.48,0,1
180,0,38.23,21.25,9.72,1.81,3,1
67,0,18.55,18.48,8.48,3.46,0,0
60,0,35.33,10.5,13.12,1.54,0,0
138,0,35,21.85,9.4,3.27,0,0
44,0,52.46,12.82,8.94,1.97,4,1
25,0,41.24,17.77,9.89,3.89,2,0
145,0,39.03,11.74,11.29,0.89,1,0
122,28,28.22,19.88,7.65,2.08,2,0
121,0,24.62,17.05,9.4,3.59,0,1
55,0,18.04,10.5,4.34,3.48,0,0
77,0,37.71,14.11,9.46,3.56,1,0
12,0,34.78,18.06,8.19,2.65,2,0
64,0,36.3,14.16,5.49,3.81,3,0
92,44,25.84,23.37,7.31,2.7,2,0
125,29,44.34,13.91,12.23,4.59,1,1
160,0,28.29,26.95,7.22,2.7,1,0
79,0,30.24,14.22,10.07,4.1,0,0
36,0,39.97,16.73,11.69,1.89,3,0
102,0,31.76,14.76,11.29,2.62,2,0
138,0,45.63,14.82,8.71,3.13,1,0
164,0,32.66,21.23,5.97,1.97,3,0
125,0,40.92,22.9,8.42,2.73,0,1
72,0,30.58,12.73,7.57,2.65,2,0
74,0,53.4,18.9,11.66,3.32,3,1
134,41,27.54,27.6,7.2,3.21,0,0
145,0,29.89,23.32,10.2,3.35,1,0
136,0,18.6,17.64,6.08,3.13,0,0
209,0,43.37,19.6,9.81,2.3,3,1
66,0,35.48,14.73,11.91,2.24,3,0
152,20,36.48,8.21,7.68,2.13,1,0
162,0,8.36,12.23,9.14,3.27,1,0
72,0,24.02,11.47,10.24,3.02,2,0
101,0,43.04,20.22,6.94,2.62,4,0
125,0,35.02,16.84,6.12,3.56,0,0
46,0,6.87,14.65,6.53,2.43,2,0
132,0,49.5,19.91,8.63,2.4,1,1
193,31,12.1,10.6,7,3.16,0,0
63,0,44.51,20.83,9.09,3.97,0,1
124,0,32.52,22.23,8.2,2.7,1,0
144,0,22.66,21.72,10.29,3.13,0,0
116,24,31.21,17.32,7.51,1.62,2,0
189,30,26.38,16.62,7.65,4.16,1,0
97,28,48.13,15.76,14.08,1.65,1,0
137,50,31.71,15.13,9.7,3.27,2,0
142,38,27.76,11.56,11.21,1.16,0,0
84,0,34.58,15.55,9.62,3.73,1,0
119,19,30.28,18.09,10.18,2.7,1,0
158,0,33.3,7.57,13.6,2.78,1,0
50,0,50.2,10.83,7.51,2.59,1,0
98,0,23.14,13.29,7.15,2.73,2,0
101,24,19.4,13.73,7.93,3.51,2,0
182,0,47.45,15.34,9.79,2.57,2,1
51,0,28.78,11.86,8.87,3.24,0,0
117,0,36.45,11.73,6.69,2.67,2,0
92,0,43.49,12.13,8.15,3.16,0,0
86,0,25.19,24.23,7.49,1.67,2,0
122,0,20.28,19.03,9.54,2.35,2,0
156,27,32.69,16.99,10.99,4,1,0
127,0,41.68,18.46,10.94,3.75,0,1
130,0,36.75,30.91,5.7,4.56,5,1
158,0,29.31,21.81,10.59,0,2,0
145,30,29.8,13.03,10.51,3,1,0
90,26,28.73,16.05,9.6,3.59,0,1
127,27,0.44,21.59,10.92,2.48,3,0
109,0,31.3,17.99,10.93,2.67,1,0
88,0,30.92,12.88,6.44,2.03,1,0
101,9,27.22,17.85,6.26,2.92,0,0
171,0,32.27,14.76,11.57,2.78,0,0
21,0,37.94,18.4,9.66,3.35,1,0
145,31,36.72,19.13,10.56,2.89,2,0
90,0,33.75,22.66,10.95,2.16,2,0
33,0,27.12,16.61,4.61,1.92,1,0
61,40,17.85,15.35,7.83,2.75,2,1
107,0,34.77,13.8,6.98,3.62,3,0
147,0,46.58,19.7,12.76,1.67,0,1
117,0,26.98,15.44,7.98,2.08,2,0
95,0,39.08,17.2,7.71,3.83,1,0
186,0,23.43,15.95,6.59,2.35,1,0
128,0,30.5,22.98,8.59,2.13,0,0
55,39,23.68,15.16,11.09,2.19,3,0
134,0,1.33,14.57,8.39,3.48,2,0
96,23,31.13,12.53,15.76,3.05,1,0
107,0,35.17,22.3,6.72,2.89,0,0
123,0,23.8,13.06,2.25,3.38,2,0
35,0,30.46,24.08,12.84,1.57,2,0
74,0,30.16,20.43,10.68,3.24,0,0
130,0,19.65,14.26,6.38,3.4,1,0
137,0,40.34,15.02,11.85,3.83,0,1
88,0,30.86,15.9,9.91,2.84,1,0
80,0,8.76,13.94,7.62,2.57,3,0
116,19,26.47,15.76,8.67,2.21,3,0
123,23,41.65,22.53,10.79,4.02,2,0
120,0,22.39,13.86,9.05,2.89,1,0
146,0,18.89,26.64,9.71,2.84,1,0
106,9,15.05,27.61,3.6,2.21,3,0
121,44,19.72,12.76,11.11,3.24,1,0
137,0,26.44,11.31,11.39,2.46,1,0
84,30,18.11,19.18,8.49,1.54,2,0
67,31,29.78,16.93,9.89,3.56,1,0
161,0,26.3,15.11,7.78,1.59,4,1
134,34,42.02,19.17,8.38,1.65,2,1
62,32,37.13,20.12,8.65,3.56,0,1
120,24,38.68,19.97,7.49,2.43,1,0
130,30,31.45,21.21,7.1,2,0,0
20,0,31.76,21.54,12.29,3.32,2,0
68,0,27,18,8.91,2.78,1,0
112,0,35.48,18.09,8.01,2.3,0,0
77,0,31.6,18.02,12.7,3.05,3,0
109,0,37.83,14.42,11.89,2.43,2,0
108,0,34.19,14.51,10.68,3.13,3,0
79,17,28.54,20.71,9.54,2.46,1,0
119,0,40.65,20.7,10.39,2.94,3,1
38,0,29.87,18,6.21,2.48,5,1
109,29,18.9,22.4,10.11,2.43,6,1
78,0,14.91,18.26,9.06,2.92,1,0
134,0,41.5,20.99,9,1.94,0,0
47,27,28.05,10.82,12.8,2.08,2,0
59,27,21.66,8.78,7.39,2.46,0,0
151,0,33.12,24.88,10.11,1.49,0,0
129,0,9.3,21.77,7.95,3,1,0
107,27,48.18,19.05,10.86,3.89,2,0
137,0,43.86,20.95,7.79,2.94,0,1
76,0,15.39,17.99,8.77,2.51,1,0
24,0,40.05,9.85,8.34,4.37,0,0
169,0,24.23,19.67,5.9,2.7,2,0
30,0,9.18,15.24,11.12,2.75,1,0
70,0,36.52,11.14,9.76,2.54,3,0
52,0,42.74,16.71,8.64,2.97,0,1
3,0,23.63,21.31,12.88,1.65,4,0
38,0,19.94,17.74,9.15,3.89,2,0
104,0,44.88,11.24,8,2.86,3,0
27,0,14.04,17.34,10.09,2.46,1,0
166,28,29.89,21.56,5.78,3.08,1,0
13,0,37.47,17.95,11.67,3.67,2,0
52,0,36.89,12.95,6.04,3.19,2,0
114,25,21.93,24.65,7.97,3.13,1,0
156,0,25.59,13,9.72,0.95,1,0
90,42,32.86,22.38,9.65,3,0,0
62,0,32.22,8.82,8.13,2.92,2,0
82,33,23.43,20.02,12.06,2.97,2,0
52,0,21.98,12.13,11.62,3.32,3,0
146,0,19.65,18.16,9.83,2.89,1,0
120,23,37.72,21.65,11.27,1.94,2,0
130,0,44.83,15.85,8.79,4.94,1,1
90,0,10.42,16.52,6.44,3.08,1,0
147,0,31.25,14,5,2.73,1,0
159,0,28.46,12.22,6.3,2.78,0,1
74,27,26.2,16.6,12.45,3.56,4,0
130,0,42.84,14.47,9.41,1.54,0,0
155,0,27.73,24.79,4.34,3.02,0,0
87,0,33.71,15.9,6.01,4.48,2,0
81,0,55.2,20.09,8.44,3.54,0,1
99,0,21.81,18.3,6.47,3.86,2,0
131,0,31.94,17.04,9.12,2.75,2,0
89,0,21.96,18.2,9.67,2.78,5,1
123,0,21.34,10.96,11.34,1.7,4,1
130,26,43.72,19.07,9.18,3.4,1,0
99,0,21.18,12.44,7.62,2.84,1,0
36,0,29.77,18.44,10.97,2.67,1,0
87,0,21.13,14.74,11.53,2.03,3,0
139,0,46.17,13.26,6.13,3.13,2,0
189,0,37.38,12.18,5.88,3.16,1,0
96,33,31.16,17.12,7.98,2.81,3,0
112,0,17.19,18.22,8.08,2.78,2,0
75,0,34.56,19.46,10,3.86,1,0
178,35,29.82,16.15,6.24,2.84,2,0
112,0,45.22,18.24,13.78,3.83,2,1
108,41,29.17,11.57,8.25,2.92,0,0
100,0,13.38,19.18,6.77,3.78,0,0
121,20,36.02,18.28,10.73,2.54,0,0
116,0,10.83,16.64,9.45,2.7,1,0
161,0,29.48,18.16,6.37,3.11,1,0
19,0,40.41,17.6,8.2,1.22,0,0
104,0,38.4,13.84,12.24,2.73,1,0
119,32,29.41,17.8,10.4,3.29,0,0
125,0,38.23,12.22,8.95,2.16,0,0
156,0,40.41,15.43,8.36,2.08,1,0
109,0,23.29,18.45,8.19,2.7,2,0
95,0,24.23,14.97,8.53,2.21,2,0
90,0,24.21,10.73,12.34,1.24,1,0
105,21,24.99,16.77,12.03,2.35,2,0
101,0,37.45,16.03,12.53,2.86,1,0
95,0,25.36,22.16,9.05,2.19,1,0
123,0,34.75,11.69,10.17,2.7,0,0
160,0,36.86,17.62,10.29,1.51,1,0
141,28,52.36,21.06,6.88,2,1,0
87,0,9.86,5.74,8.37,3.11,0,0
81,0,29.44,20.08,10.81,3.19,2,0
75,19,35.75,20.55,9.71,3.54,4,0
126,24,10.01,25.97,7.15,3.27,0,0
28,0,40.26,14.2,12.61,2.62,3,0
153,0,38.91,13.66,9.14,3.38,0,0
97,32,15.3,23.49,8.33,2.32,2,1
115,0,24.94,9.03,8.9,3,2,0
95,0,40.34,13.09,10.67,3.02,1,0
17,0,27.68,19.52,14.97,3.67,0,1
105,20,31.77,21.79,15.06,2.4,1,0
121,0,14.64,22.08,6.66,2.46,2,0
125,0,36.09,18.31,8.41,3.05,2,0
124,0,25.67,10.25,6.88,2.48,2,0
35,0,26.96,11.08,10.34,1.86,2,0
134,0,50.32,19.24,11.11,3.32,0,1
123,32,36.09,21.38,9.39,1.78,3,0
124,0,39.85,15.24,12.85,2.81,3,0
133,0,30.06,15.94,8.86,1.76,2,0
185,19,26.74,21.9,8.57,2.59,0,0
1,26,24.92,14.69,7.82,2.7,1,0
107,0,44.29,8.7,5.84,2.65,1,0
91,20,24.84,23.58,6.2,1.67,1,0
178,0,21.17,12,12.07,3.08,2,1
123,0,35.6,20.18,10.76,2.65,1,0
170,0,48.57,14.24,11.7,2.35,1,1
135,0,32.45,13.72,10.44,2.27,1,0
85,0,24.55,22.49,8.34,2.67,1,0
134,50,35.5,11.3,6.15,3,2,0
148,36,13.19,17.6,11.51,2.94,1,0
93,0,46.09,20.18,6.54,2.27,1,1
138,0,40.94,12.28,5.66,3.13,0,0
159,0,19.52,16.37,11.66,3.29,0,0
103,34,23.6,12.07,8.27,3.19,1,0
150,27,35.67,13.18,11.32,1.94,0,0
37,0,22.93,21.11,10.63,3.97,3,0
33,0,27.88,13.01,5.57,1.73,0,0
55,0,41.74,16.38,6.38,2.46,1,0
134,32,13.65,16.99,7.69,4.48,0,0
107,0,15.42,17.64,7.62,1.51,2,0
80,36,32.35,21.81,9.67,1.03,1,0
78,0,18.46,17.84,10.02,2.13,1,1
85,17,15.27,19.82,7.46,2.51,4,1
61,15,42.91,15.96,11.68,2.7,2,0
97,32,31.18,22.87,9.16,1.81,5,0
136,0,31.18,12.06,9.02,2.81,2,0
135,0,26.38,11.55,8.31,1.03,3,0
87,19,28.19,15.89,11.24,0,1,0
165,0,35.6,23.27,6.76,3.46,0,0
148,0,47.48,17.14,12.64,2.13,2,1
99,0,29.6,8.42,9.52,2.08,2,0
123,0,29.87,15.69,7.06,2.46,2,0
127,0,43.61,18.88,7.05,3.51,1,0
151,0,28.93,15.94,5.38,1.16,0,0
185,0,23.73,21.27,7.11,2.92,1,0
65,34,35.5,12.08,9.66,3.38,4,0
58,0,35.72,21.16,7.14,3.89,4,0
104,0,19.31,13.48,8.45,2.84,2,0
